Date,BrandName,ProductName,Reason,Company
2014-02-19T00:00:00.0000000,Pfizer,"Etomidate Injection, 2mg/mL ","1) potential for small black particles, identified as paper shipper labels, to be present in individual vials; 2) Potential for missing lot number and/or expiry date on the outer carton 3) Potential for illegible/missing lot number and expiry on individual vials",Agila Specialties Private Limited; Subsidiary of Mylan Inc.
2014-02-19T00:00:00.0000000,Respironics,Trilogy Ventilators ,"Potentially defective component on the Trilogy Ventilator power management board, which could affect the function of the device",Philips Respironics
2014-02-19T00:00:00.0000000,Whole Foods,Tom Yom Soup ,Undeclared Milk,Whole Foods Market
2014-02-14T00:00:00.0000000,"Ben Venue Laboratories, Inc.","Acetylcysteine Solution 10%, USP, ",Glass particulate (visible),"Ben Venue Laboratories, Inc."
2014-02-14T00:00:00.0000000,Dairy Rich,Chocolate Ice Cream ,Undeclared Peanut Allergen,Ice Cream Specialties
2014-02-13T00:00:00.0000000,Kettle,Sea Salt Potato Chips ,Undeclared Milk,Kettle Brand
2014-02-11T00:00:00.0000000,Evolution Fresh,Organic Sweet Greens and Ginger juice ,Swollen plastic bottles,Evolution Fresh
2014-02-11T00:00:00.0000000,Roth Farms Inc.,Curly Parsley ,Salmonella,Roth Farms Inc.
2014-02-09T00:00:00.0000000,UNCLE BEN’S® INFUSED®,UNCLE BEN’S® INFUSED® Rice products ,May cause flushing and rash,Mars Foodservices US
2014-02-07T00:00:00.0000000,Natural Grocers,Dark Chocolate Almonds ,Undeclared peanuts,Vitamin Cottage Natural Food Markets
2014-02-07T00:00:00.0000000,Big Red,Tomatoes ,Salmonella,"Big Red Tomato Packers, LLC"
2014-02-05T00:00:00.0000000,"Hubbard Life, Joy, QC Plus","Dog Food, Cat Food ",Salmonella,Pro-Pet LLC
2014-02-04T00:00:00.0000000,Humei Foods,Dried Lily ,Undeclared Sulfites,Humei Trading Inc
2014-02-04T00:00:00.0000000,Reduce Weight Fruta Planta,Dietary Supplement ,Unapproved new drug,"MyNicKnaxs, LLC."
2014-02-04T00:00:00.0000000,"Slimeasy, Fruta Bio, Magic Slim, Meizi Evolution and more.",Dietary Supplements ,Unapproved new drug,"MyNicKnaxs, LLC."
2014-02-03T00:00:00.0000000,KFI,Sweetened Ginger Candy ,Undeclared sulfites,K-Fat Inc
2014-01-31T00:00:00.0000000,Stemvida International,StemAlive 90 Capsules ,Undeclared milk,Stemvida International Corporation
2014-01-31T00:00:00.0000000,Special Value,Ginger Snaps Cookies ,Undeclared eggs,"Unified Grocers, Inc."
2014-01-30T00:00:00.0000000,Young You,Mega Slim Herbal Appetite Management Dietary Supplement ,"Product contains 1,3 dimethylamylamine, Methylhexanamine or Geranium extract",Young You Corporation
2014-01-28T00:00:00.0000000,Gano,Instant cereal called C'Real Spirulina ,Undeclared soy and wheat,"Gano Excel USA, Inc."
2014-01-27T00:00:00.0000000,Pringles,Original crisps ,Undeclared milk,Pringles
2014-01-25T00:00:00.0000000,Red Flannel,Cat Food ,Salmonella,"PMI Nutrition, LLC (PMI)"
2014-01-23T00:00:00.0000000,Kinnikinnick,"Waffles, Mix, Bread Crumbs ",Undeclared milk,Kinnikinnick Foods
2014-01-23T00:00:00.0000000,Araya artisan chocolate,"Chocolate Bars, Marshmallows, Dry Fruits, & Chocolate Gift Boxes ","Undeclared Allergens (Tree Nuts, Wheat, Milk, Soy)",ARAYA INC.
2014-01-22T00:00:00.0000000,Flat Creek Lodge,Cheese ,Salmonella,Flat Creek Farm & Dairy
2014-01-22T00:00:00.0000000,St Mary's River Smokehouses,"Oven Smoked Atlantic Salmon Stix, Chili Mango Flavor ",Listeria monocytogenes,Lochiel Enterprises Limited
2014-01-21T00:00:00.0000000,TRUFILL®,TRUFILL® n-BCA Liquid Embolic System ,Incorrect statement in the package Instructions for Use,Codman Neuro
2014-01-20T00:00:00.0000000,t:slim,Insulin Cartridges ,Cartridges may be at risk for leaking,"Tandem Diabetes Care, Inc."
2014-01-20T00:00:00.0000000,Winn-Dixie,Instant Chocolate Drink Mix ,Potential Undeclared Milk Allergen,Winn-Dixie Stores Inc.
2014-01-17T00:00:00.0000000,Crunch'N Nutter,Crunch'N Nutter Mixed Nut ,Undeclared Peanuts,Merrell Food Group
2014-01-17T00:00:00.0000000,Rise'N Roll Bakery and Deli and Rise'N Role Specialty,"All Varieties of Donuts, Cinnamon Donut Holes, and Mixed Nut Candy ",Undeclared Eggs and Peanuts,Rise'N Roll Bakery
2014-01-16T00:00:00.0000000,Rohto®,Eye drops ,Manufacturing review at the production facility in Vietnam involving sterility controls,The Mentholatum Company
2014-01-14T00:00:00.0000000,Paskesz,Chocolate Coins ,Undeclared milk,Paskesz Candy Company
2014-01-13T00:00:00.0000000,Pro ArthMax,Dietary Supplement ,Undeclared Ingredients,Human Science Foundation
2014-01-10T00:00:00.0000000,t:slim®,Insulin Cartridges ,Cartridges may be at risk for leaking,"Tandem Diabetes Care, Inc."
2014-01-09T00:00:00.0000000,"Boost Ultra, XZone Gold & more",Dietary Supplement for sexual enhancement ,Unapproved new drug,Midwest Wholesale
2014-01-08T00:00:00.0000000,Kinnikinnick,"Waffles, Mix, Bread Crumbs ",Undeclared milk,Kinnikinnick Foods
2014-01-07T00:00:00.0000000,Marlyce,Butterballs cooked in soup ,"Undeclared milk, whey, soy and wheat","L.M. Noodle Company, LLC"
2014-01-03T00:00:00.0000000,Baxter Clinimix,CLINIMIX and CLINIMIX E Injection parenteral nutrition products ,Particulate matter,Baxter International Inc.
2014-01-03T00:00:00.0000000,Tonia’s Biscotti,Lemon Biscotti Dipped in White Chocolate ,"Undeclared milk, soy and wheat",Tonia’s Biscotti II LLC
2014-01-02T00:00:00.0000000,Burn 7,Dietary Supplement ,Unapproved new drug,Deseo Rebajar Inc.
2014-01-02T00:00:00.0000000,Moore/TRUEbalance and Moore/TRUEtrack,Blood Glucose Meters ,Incorrect factory-set unit of measure that displays the glucose result in mmol/L rather than mg/dL,"Nipro Diagnostics, Inc."
2015-12-31T00:00:00.0000000,PharMEDium,Norepinephrine Bitartrate added to Sodium Chloride ,Discoloration,"PharMEDium Services, LLC"
2015-12-31T00:00:00.0000000,Thomas Produce,Cucumbers ,Salmonella,Thomas Produce Company
2015-12-28T00:00:00.0000000,"Wegmans, Uoriki Fresh",Octopus Salad ,Listeria monocytogenes,"Uoriki Fresh, Inc."
2015-12-23T00:00:00.0000000,Apexxx,Dietary Supplement ,Unapproved new drug-undeclared sildenafil,Nuway Distributors
2015-12-23T00:00:00.0000000,American Pure Whey,Whey Protein ,Undeclared Milk and Soy,American Pure Whey
2015-12-23T00:00:00.0000000,"La' Trim Plus, Jenesis and Oasis",Dietary Supplement ,Undeclared Sibutramine and Phenolphthalein,BeeXtreme LLC
2015-12-23T00:00:00.0000000,Signature Cafe,Stuffing ,"Undeclared soy, milk and wheat","Taylor Farms Pacific, Inc."
2015-12-22T00:00:00.0000000,"Asset, Evolve, Infinity, Jenesis and others",Various Dietary Supplement marketed for weight loss ,Undeclared drug ingredients including sibutramine and/or phenolphthalein,"Bee Extremely Amazed, LLC"
2015-12-21T00:00:00.0000000,Native Catch,Salmon Bacon ,Clostridium botulinum,The Swinomish Fish Company
2015-12-18T00:00:00.0000000,DOVE®,"Chocolate Assortment Snowflakes, 24.0 oz. ","Undeclared Peanut, Eggs, Wheat",Mars Chocolate North America
2015-12-18T00:00:00.0000000,SmartLipo365,Dietary Supplement ,Unapproved new drug,SmartLipo365
2015-12-18T00:00:00.0000000,Baxter,"intravenous (IV) solutions: 0.9% Sodium Chloride Injection, USP, 250 mL VIAFLEX Plastic Container and 70% Dextrose Injection (2000 mL) USP ",Potential presence of particulate matter.,Baxter International Inc.
2015-12-17T00:00:00.0000000,Ocean,Masago Lake Smelt Roe ,Undeclared wheat and soy,"Ocean Group, Inc."
2015-12-17T00:00:00.0000000,Zatarain's,Red Beans and Rice Original ,Undeclared Milk,"Zatarain's Partnership, L.P."
2015-12-15T00:00:00.0000000,Trader Joe's,Triple Ginger Brew ,Potential for unopened bottles to burst,Trader Joe's
2015-12-14T00:00:00.0000000,Sun Noodle Brand,Tonkotsu Ramen ,Undeclared Egg,Sun Noodle
2015-12-11T00:00:00.0000000,Fuel Up,Dietary Supplement ,"Unapproved new drug (undeclared hydroxythiohomosildenafil, an analogue of sildenafil)","Reesna Inc.,"
2015-12-11T00:00:00.0000000,Stella and Chewy's,"Pet Food, Frozen Dinner Morsels ",Listeria monocytogenes,Stella and Chewy's
2015-12-10T00:00:00.0000000,Sweet Leaf,Tea in glass bottles ,Possible presence of glass fragments,The Sweet Leaf Tea Company
2015-12-10T00:00:00.0000000,Bravo,Chicken and Turkey Pet Food ,Salmonella,Bravo Pet Foods
2015-12-09T00:00:00.0000000,Morrison's Hill Country and more,Corn products ,Presence of metal fragments,The Morrison Milling Company
2015-12-09T00:00:00.0000000,Pink Bikini,Dietary Supplement ,Unapproved new drug (Undeclared diclofenac),Lucy's Weight Loss System
2015-12-09T00:00:00.0000000,Crazy About Cookies,Cookies/cookie kit ,Undeclared egg & milk,"Pine Valley Foods, Inc."
2015-12-09T00:00:00.0000000,Chariot,Guiding Sheath ,Risk of shaft separation,Boston Scientific
2015-12-07T00:00:00.0000000,Bakery Fresh Goodness,Chocolate brownies ,Undeclared walnuts,The Kroger Co.
2015-12-03T00:00:00.0000000,Lipo Escultura,Dietary Supplement ,Unapproved new drug,Lipo Escultura
2015-12-02T00:00:00.0000000,JEM,Nut butter spreads ,Salmonella,"JEM Raw Chocolate, LLC"
2015-12-01T00:00:00.0000000,OmniPod,OmniPod Insulin Management System ,Failure to deploy or delay in the deployment of the needle mechanism,Insulet Corporation
2015-11-30T00:00:00.0000000,DTT,Digital Temple Thermometer ,incorrect temperature display,"Bestmed, LLC"
2015-11-26T00:00:00.0000000,Multiple Brands,Celery Products ,E. coli 0157:H7,"Taylor Farms Pacific, Inc."
2015-11-25T00:00:00.0000000,Bertagni and Meijer,Butternut Squash Ravioli ,Undeclared Cashew and Almond,Bertagni 1882 SPA
2015-11-25T00:00:00.0000000,Blue Wilderness,Cub Size - Wild Chews ,Salmonella,Blue Wilderness
2015-11-25T00:00:00.0000000,Glades Drugs,Compounded Multivitamins ,Contains high amounts of Vitamin D3,Glades Drugs
2015-11-25T00:00:00.0000000,"Bertagni, Simply Roundy's Natural",Butternut Squash Ravioli ,Undeclared Cashew and Almond,Bertagni 1882 SPA
2015-11-24T00:00:00.0000000,Raley's,Sweet Pumpkin Ravioli ,Undeclared Cashew and Almond,Raley's Family of Fine Stores
2015-11-20T00:00:00.0000000,Mi Tienda,Masa and Tostadas ,Potential to contain metal fragments,Mi Tienda
2015-11-19T00:00:00.0000000,Fit Firm and Fabulous,Dietary Supplement ,Unapproved new drug,Fit Firm and Fabulous
2015-11-18T00:00:00.0000000,Casey's Bakery,Snickers Cake ,Undeclared peanuts,Casey's Bakery Inc
2015-11-17T00:00:00.0000000,"Girl Scouts of the USA, Ashdon Farms","Honey Mustard Pretzel Mix, Honey Mustard Mix ",Undeclared Milk,Ashdon Farms
2015-11-17T00:00:00.0000000,Wegmans Italian Classics,Butternut Squash Ravioli ,Undeclared Cashews and Almonds,"Wegmans Food Markets, Inc."
2015-11-16T00:00:00.0000000,Custom Ultrasonics,Automated Endoscope Reprocessors (AERs) ,Increased risk of infection transmission,Custom Ultrasonics
2015-11-13T00:00:00.0000000,Happy Holidays,Pecan Turtledoves Chocolate Caramel Pecan Clusters ,Undeclared Peanuts,"Virginia Diner, Inc."
2015-11-13T00:00:00.0000000,CHS Inc.,"Feed for Mature Cattle, Horses, Goats, and Sheep ",Excessive Levels of Copper,CHS Inc.
2015-11-12T00:00:00.0000000,Campbell’s,SpaghettiOs Original ,potential choking hazard posed by pieces of red plastic,Campbell Soup Company
2015-11-12T00:00:00.0000000,Homestat Farms,Organic Steel Cut Oats & Chia with Flax and Rye Flakes ,Salmonella,Homestat Farm
2015-11-12T00:00:00.0000000,Trader Giotto,Butternut Squash Triangoli ,Undeclared tree nuts,Trader Joe’s
2015-11-12T00:00:00.0000000,Market District,Apricot Logs and Poppyseed Logs ,Undeclared Milk,Giant Eagle
2015-11-10T00:00:00.0000000,Old Oregon Smokehouse,Canned Albacore Tuna ,Potential to be contaminated with Clostridium botulinum,Old Oregon Smokehouse
2015-11-09T00:00:00.0000000,Whole Foods Markets,Wild mushroom soup ,Undeclared chestnuts,Brett Anthony Foods
2015-11-09T00:00:00.0000000,Natureal,Natureal light green and dark green capsules ,Undeclared Sibutramine,"Inaffit, LLC"
2015-11-09T00:00:00.0000000,My Spice Sage,Ground Flax Seed Meal ,Salmonella,Zenobia Company LLC
2015-11-06T00:00:00.0000000,Blue Kitty Yums,Cat Treats ,May contain propylene glycol,"Blue Buffalo Company, Ltd."
2015-11-06T00:00:00.0000000,Whole Foods,Tofu Curry Cous Cous ,"Undeclared peanut, egg, and sulfite",Brett Anthony Foods
2015-11-06T00:00:00.0000000,"Melissa's, Wegman's",Italian Pine Nuts ,Salmonella,"World Variety Produce, Inc."
2015-11-05T00:00:00.0000000,Peru Food,Corn Maiz ,Undeclared sulfites,"Peru Food Imports, Inc."
2015-11-04T00:00:00.0000000,Kozy Shack Indulgent Recipe,Pudding ,Undeclared egg,Kozy Shack Enterprises LLC
2015-11-04T00:00:00.0000000,Tate's Bake Shop,Cookies ,Undeclared walnuts,Tate's Bake Shop
2015-10-30T00:00:00.0000000,Auvi-Q,"Epinephrine injection, USP (0.15 mg and 0.3 mg) ",Potential Inaccurate Dosage Delivery,Sanofi US
2015-10-30T00:00:00.0000000,Nature's Promise,Organic Edamame in pod and shelled ,Undeclared soy,"The Stop & Shop Supermarket Company, LLC"
2015-10-30T00:00:00.0000000,Nature's Promise,Organic Edamame in pod and shelled ,Undeclared soy,"Giant Food, LLC"
2015-10-30T00:00:00.0000000,Nature's Promise,Organic Edamame in pod and shelled ,Undeclared soy,"GIANT Food Stores, LLC and MARTIN'S Food Markets"
2015-10-30T00:00:00.0000000,Farmer Creek,Albacore Tuna ,Clostridium botulinum,Farmer Creek
2015-10-29T00:00:00.0000000,RHINO 7,RHINO 7 3000 Platinum Capsules ,Unapproved new drug,National Video Supply
2015-10-29T00:00:00.0000000,Skippy,SKIPPY Reduced Fat Creamy Peanut Butter Spread ,Potential for metal shavings,Hormel Foods Sales LLC
2015-10-29T00:00:00.0000000,"Harveys, Winn-Dixie",Cookies ,Undeclared walnuts,Southeastern Grocers
2015-10-28T00:00:00.0000000,"Helados La Tapatia, Inc.",Milk based ice cream products ,Undeclared allergens,"Helados La Tapatia, Inc."
2015-10-28T00:00:00.0000000,Rhino 7,Dietary Supplement ,Undeclared Active Pharmaceutical Ingredients,Premiere Sales Group
2015-10-28T00:00:00.0000000,Sockeye Suzy's Fish,"Canned catfish, salmon, and more ",Clostridium botulinum,Sockeye Suzy's Fish Co.
2015-10-28T00:00:00.0000000,MPS,Myocardial Protection System (MPS) Delivery Sets ,Exhibit a seal failure during use,"Quest Medical, Inc."
2015-10-27T00:00:00.0000000,OleBob's Seafood Market,Canned Salmon and Tuna Products ,Clostridium botulinum,OleBob's Seafoods
2015-10-27T00:00:00.0000000,CS Fishery,Wild Albacore tuna ,Clostridium botulinum,CSFPDX LLC
2015-10-27T00:00:00.0000000,"Helados La Tapatia, Inc.",Milk based ice cream products ,Undeclared allergens,"Helados La Tapatia, Inc."
2015-10-27T00:00:00.0000000,Herr’s,Sour Cream & Onion Potato Chips ,Undeclared Wheat,Herr Foods Inc.
2015-10-26T00:00:00.0000000,Gilmore Fish,"Smoked Columbia Sturgeon, Fresh Packed Pacific Salmon, Gourmet Smoked Chinook Salmon ",Clostridium botulinum,Gilmore Fish
2015-10-26T00:00:00.0000000,Northstar Produce Inc.,Granny Smith apples ,"Salmonella, Listeria monocytogenes, Enterohemorrhagic E. coli",Northstar Produce Inc.
2015-10-26T00:00:00.0000000,"Halo, Purely for Pets",Pet food ,Mold,"Halo, Purely for Pets"
2015-10-24T00:00:00.0000000,David Trail Mix,David Trail Mix Sweet & Salty ,Undeclared Milk,ConAgra Foods
2015-10-24T00:00:00.0000000,"Multiple Brands: Better Valu, King's, Favorites, Clear Value, Speedy Choice","Products containing ""candy buttons"" ",Undeclared Milk,Kanan Enterprises
2015-10-23T00:00:00.0000000,Whole Foods Market North Atlantic Kitchens,Bulk and Packaged Salads ,Listeria monocytogenes,Whole Foods Market
2015-10-23T00:00:00.0000000,Josephson's Smokehouse,"Canned seafood products (Salmon, Sturgeon and Tuna) ",Clostridium botulinum,Josephson’s Smokehouse
2015-10-23T00:00:00.0000000,Good 'n' Fun,Beefhide Chicken Sticks ,Salmonella,"Salix Animal Health, LLC"
2015-10-22T00:00:00.0000000,"Kar's, Golden Flake, Southern Grove",Sweet and Salty Mix products ,"Hard, clear foreign material may be present","Kar's Nuts, Inc."
2015-10-22T00:00:00.0000000,Skinny Latina,Million Dollar Marinade ,Undeclared Soy,"Skinny Latina Foods, Inc."
2015-10-21T00:00:00.0000000,Vis Seafoods,Canned Seafood ,Clostridium botulinum,Vis Seafoods
2015-10-21T00:00:00.0000000,Spot On,Canned Seafood ,Clostridium botulinum,The Spot
2015-10-21T00:00:00.0000000,Ethereal Confections,Inclusion Bars & Mendiants ,Undeclared Milk,Ethereal Confections
2015-10-21T00:00:00.0000000,Sunrise Brand,Dehydrated & Marinated Uneviscerated Fish ,Clostridium botulinum,Seaquest Seafood Corp.
2015-10-20T00:00:00.0000000,Dungeness Seaworks,Canned Albacore tuna ,Clostridium botulinum,Dungeness Seaworks
2015-10-20T00:00:00.0000000,"Downing Labs, LLC",All sterile compounded products ,Lack of sterility assurance,"*Company Name Downing Labs, LLC"
2015-10-20T00:00:00.0000000,Northwest Wild Products,Canned seafood products ,Clostridium botulinum,Northwest Wild Products
2015-10-19T00:00:00.0000000,Brigham Fish Market,Canned Seafood ,Clostridium botulinum,Brigham Fish Market
2015-10-17T00:00:00.0000000,"Bornstein Seafoods, Krooke’s, Sharyn’s, Logger’s Chioce",Canned seafood products ,Clostridium botulinum,Bornstein Seafoods Inc.
2015-10-16T00:00:00.0000000,Pacific Seafood,Canned seafood products ,Clostridium botulinum,Pacific Oyster Company d/b/a The Fish Peddler
2015-10-15T00:00:00.0000000,Martinelli,Sparkling beverages ,Glass,S. Martinelli & Company
2015-10-15T00:00:00.0000000,The Garibaldi Cannery,Canned seafood products ,Clostridium botulinum,The Garibaldi Cannery LLC
2015-10-15T00:00:00.0000000,Ecola Seafoods,Canned seafood products ,Clostridium botulinum,Ecola Seafoods
2015-10-14T00:00:00.0000000,Down to Earth,Organic Coriander Powder ,Salmonella,"Nijay International, Inc."
2015-10-14T00:00:00.0000000,Fresco Fresh,Parfait Yogurt Cups ,Undeclared almonds,"Del Monte Fresh Produce N.A., Inc."
2015-10-14T00:00:00.0000000,Del Monte Fresh,Granny Smith green apples ,Listeria monocytogenes,"Del Monte Fresh Produce N.A., Inc."
2015-10-13T00:00:00.0000000,Market Cheese Shop,Baked Brie ,Undeclared pecans,Market of Choice
2015-10-13T00:00:00.0000000,Dole,Spinach ,Salmonella,Dole Fresh Vegetables
2015-10-12T00:00:00.0000000,Ocean's Halo,Gluten Free Seaweed Chips ,Ocean's Halo,"New Frontier Foods, Inc."
2015-10-09T00:00:00.0000000,Skipanon,"Canned Albacore Tuna, Smoked Albacore Tuna and more ",Clostridium botulinum,Skipanon Brand Seafoods LLC
2015-10-09T00:00:00.0000000,Rhino 7,Products are marketed as dietary supplements for sexual enhancement ,Undeclared API/Unapproved new drug,TF Supplements
2015-10-09T00:00:00.0000000,"Medline Industries, Inc.",Over the counter Acetaminophen tablets. ,"The Acetaminophen tablets, 500mg is incorrectly labeled as 325 mg tablets.","Medline Industries, Inc."
2015-10-09T00:00:00.0000000,Beacon,BeaconÂ® Tip Angiographic Catheters ,Angiographic Catheters have been found to exhibit tip splitting or separation,Cook Medical
2015-10-08T00:00:00.0000000,Heng Cheong Loong Co.,Golden Raisins ,Undeclared Sulfites,Tristar Food Wholesale Co Inc.
